id_nota,id_estudiante,id_materia,periodo,nota1,nota2,nota3,fecha_registro,observacion
358,47,7,2024-1,2.2,1.7,3.2,2024-01-24,
359,47,8,2024-1,3.8,4.2,4.7,2024-03-09,
360,48,2,2024-1,2.6,2.0,2.3,2024-01-23,
361,48,3,2024-1,1.4,3.9,1.8,2024-02-07,
362,48,4,2024-1,1.2,1.3,4.2,2024-02-22,
363,48,5,2024-1,2.9,4.5,2.3,2024-01-28,Eaque tempora ratione iusto accusantium quidem.
364,48,6,2024-1,1.8,4.0,4.0,2024-03-14,Dolores nulla quo similique.
365,48,7,2024-1,3.4,1.8,4.7,2024-02-28,
366,48,8,2024-1,2.9,3.6,2.2,2024-02-08,
367,49,1,2024-1,1.4,4.9,2.9,2024-02-13,Mollitia facere tempora excepturi asperiores ipsum.
368,49,2,2024-1,2.3,1.2,4.5,2024-02-07,Quas impedit at esse animi natus vel.
369,49,3,2024-1,4.7,3.3,2.7,2024-02-19,
370,49,4,2024-1,3.3,2.0,3.2,2024-02-08,A ipsam in autem necessitatibus.
371,49,5,2024-1,4.3,4.9,3.6,2024-03-03,
372,49,6,2024-1,2.4,1.6,3.2,2024-03-05,
373,49,7,2024-1,4.8,3.1,4.4,2024-02-25,
374,49,8,2024-1,4.1,2.6,4.4,2024-01-18,
375,50,1,2024-1,1.9,2.8,1.2,2024-01-15,Necessitatibus rem iusto voluptatibus quos consequuntur.
376,50,2,2024-1,2.9,3.0,1.0,2024-03-13,
377,50,3,2024-1,3.9,3.1,2.1,2024-02-17,
378,50,4,2024-1,4.2,4.6,1.4,2024-02-11,
379,50,5,2024-1,3.5,2.0,2.4,2024-01-27,Et occaecati modi nobis nisi corrupti.
380,50,6,2024-1,2.8,2.0,3.8,2024-02-09,
381,50,7,2024-1,3.6,4.4,4.0,2024-01-20,
382,50,8,2024-1,2.9,3.5,3.8,2024-02-19,
383,1,1,2024-2,4.1,3.3,4.4,2024-08-25,
384,1,2,2024-2,1.9,4.6,3.8,2024-07-17,
385,1,3,2024-2,1.3,4.7,4.6,2024-09-12,
386,1,4,2024-2,4.4,1.1,1.8,2024-09-12,
387,1,5,2024-2,2.6,1.3,1.6,2024-09-05,
388,1,6,2024-2,3.7,3.2,2.5,2024-08-08,Sapiente accusamus aliquam qui ratione.
389,1,7,2024-2,3.9,3.0,4.9,2024-08-28,
390,1,8,2024-2,1.3,3.4,3.5,2024-09-06,
391,2,2,2024-2,2.1,5.0,3.0,2024-08-24,
392,2,3,2024-2,1.7,3.3,2.5,2024-08-11,Nihil neque nostrum sapiente.
393,2,4,2024-2,3.9,1.3,1.6,2024-07-30,Ut amet sed.
394,2,5,2024-2,2.6,2.4,1.4,2024-08-31,Porro impedit eligendi dignissimos suscipit.
395,2,6,2024-2,2.1,1.5,1.7,2024-09-01,
396,2,7,2024-2,1.4,1.4,3.2,2024-08-10,
397,2,8,2024-2,2.5,2.2,2.6,2024-09-08,
398,3,1,2024-2,5.0,2.0,3.1,2024-09-10,Amet iste provident totam.
399,3,2,2024-2,2.2,3.0,1.3,2024-08-01,
400,3,3,2024-2,4.1,2.4,4.8,2024-08-14,Voluptas placeat vel distinctio voluptates eius cum.
401,3,4,2024-2,1.8,1.4,2.2,2024-08-23,Quasi maiores ab ab.
402,3,5,2024-2,2.5,4.4,2.8,2024-08-23,
403,3,6,2024-2,4.9,1.5,2.3,2024-08-25,Repellat laboriosam qui omnis inventore veritatis.
404,3,7,2024-2,1.7,2.6,2.3,2024-08-04,Accusantium repudiandae totam dignissimos culpa.
405,3,8,2024-2,4.1,2.3,2.1,2024-08-20,Necessitatibus facilis reiciendis soluta eligendi reiciendis porro.
406,4,1,2024-2,3.3,3.4,3.2,2024-09-12,Sit eius aliquam similique exercitationem.
407,4,2,2024-2,3.9,4.8,1.8,2024-09-13,Necessitatibus neque facilis sint eaque vero et labore.
408,4,3,2024-2,4.3,4.2,2.6,2024-07-19,
409,4,4,2024-2,2.0,1.6,2.7,2024-07-30,
410,4,5,2024-2,2.9,2.6,3.0,2024-08-22,Perferendis tempora fugiat ab.
411,4,6,2024-2,1.1,4.9,3.8,2024-08-18,Reprehenderit blanditiis deleniti ea officiis culpa.
412,4,7,2024-2,1.3,4.1,3.6,2024-09-11,
413,4,8,2024-2,3.3,3.6,3.6,2024-07-17,Velit earum nobis distinctio minima.
414,5,1,2024-2,2.7,1.0,2.0,2024-09-03,
415,5,2,2024-2,3.8,1.9,2.5,2024-08-21,
416,5,3,2024-2,3.0,2.4,1.1,2024-08-28,
417,5,4,2024-2,1.5,4.8,1.6,2024-07-20,
418,5,5,2024-2,3.1,2.4,1.4,2024-07-28,Iure at debitis.
419,5,6,2024-2,2.2,4.2,1.5,2024-07-19,Facere nemo occaecati enim.
420,5,7,2024-2,4.2,4.7,4.0,2024-08-27,
421,5,8,2024-2,3.2,4.8,1.9,2024-08-05,
422,6,1,2024-2,3.6,2.6,3.9,2024-08-24,Distinctio ratione necessitatibus voluptatibus ea.
423,6,2,2024-2,2.6,3.8,1.8,2024-08-11,Placeat nobis nesciunt quia.
424,6,3,2024-2,3.3,4.2,3.1,2024-07-19,
425,6,4,2024-2,2.0,4.5,3.1,2024-07-22,Omnis dolores nesciunt veniam reiciendis doloremque minus.
426,6,5,2024-2,2.6,1.5,2.4,2024-08-23,
427,6,6,2024-2,3.8,2.2,3.5,2024-08-27,
428,6,7,2024-2,2.0,1.5,2.5,2024-07-22,
429,6,8,2024-2,1.6,2.5,1.7,2024-08-22,Itaque tempora modi pariatur quasi eligendi.
430,7,1,2024-2,4.7,1.7,1.7,2024-08-25,
431,7,2,2024-2,2.8,1.2,2.4,2024-09-06,
432,7,3,2024-2,2.5,3.2,3.6,2024-09-05,
433,7,4,2024-2,4.4,3.0,1.3,2024-08-29,
434,7,5,2024-2,1.1,1.9,2.2,2024-08-02,Suscipit sed placeat iusto.
435,7,6,2024-2,4.1,3.2,1.5,2024-09-02,
436,7,7,2024-2,5.0,3.2,4.0,2024-09-05,Modi iste blanditiis doloremque incidunt quisquam magnam.
437,7,8,2024-2,5.0,1.4,4.3,2024-07-28,Suscipit quam sunt consequuntur explicabo.
438,8,1,2024-2,2.8,2.4,4.3,2024-07-17,
439,8,3,2024-2,1.8,4.0,3.8,2024-07-30,Accusamus voluptates iure deleniti dignissimos.
440,8,4,2024-2,1.7,1.6,1.8,2024-08-11,
441,8,5,2024-2,3.1,3.4,1.7,2024-08-06,Et rerum consequatur provident quas rerum.
442,8,6,2024-2,2.1,4.4,4.9,2024-08-20,Suscipit nobis assumenda harum facere aliquid.
443,8,7,2024-2,4.1,4.7,5.0,2024-09-01,Ipsa soluta eligendi amet.
444,8,8,2024-2,1.5,1.6,2.3,2024-09-08,
445,9,1,2024-2,3.0,3.3,2.1,2024-08-09,
446,9,2,2024-2,4.2,4.1,2.6,2024-08-24,Id nemo libero provident ea aspernatur.
447,9,3,2024-2,2.5,4.8,2.3,2024-09-09,
448,9,4,2024-2,1.4,4.9,3.5,2024-08-30,Ipsum non animi unde possimus.
449,9,5,2024-2,3.1,1.9,2.7,2024-09-03,
450,9,6,2024-2,2.1,3.2,1.5,2024-09-06,Laudantium dolorum explicabo aut placeat deleniti veniam.
451,9,7,2024-2,3.7,1.2,1.4,2024-09-10,Possimus eveniet vitae ab expedita nisi quas.
452,9,8,2024-2,4.7,1.6,2.8,2024-07-22,Ratione consectetur eos accusantium vel maiores quidem magnam.
453,10,1,2024-2,4.6,4.5,2.2,2024-08-28,Corrupti atque cumque sit quidem.
454,10,2,2024-2,3.6,2.0,2.5,2024-07-20,Pariatur unde eveniet id magnam voluptatibus amet.
455,10,3,2024-2,3.5,3.9,4.0,2024-08-09,
456,10,4,2024-2,1.0,2.9,1.5,2024-07-21,
457,10,5,2024-2,1.0,2.4,1.5,2024-07-15,Sit hic saepe quaerat quibusdam dolor.
458,10,6,2024-2,1.3,2.5,3.9,2024-08-14,
459,10,7,2024-2,2.2,2.5,4.3,2024-09-09,Sint ab nobis sit.
460,10,8,2024-2,1.6,3.1,1.0,2024-08-27,Porro commodi vel iure non reprehenderit.
461,11,1,2024-2,1.9,4.0,4.7,2024-08-30,Eveniet nisi pariatur sit voluptatibus.
462,11,2,2024-2,1.3,1.4,4.0,2024-07-28,
463,11,3,2024-2,2.3,1.6,2.1,2024-08-11,
464,11,4,2024-2,3.9,2.1,4.8,2024-08-22,
465,11,5,2024-2,2.2,3.1,3.0,2024-09-09,Saepe porro natus cupiditate.
466,11,6,2024-2,4.1,4.2,2.0,2024-07-18,
467,11,7,2024-2,3.4,3.1,4.9,2024-08-24,Quam accusantium expedita mollitia.
468,11,8,2024-2,2.5,4.4,2.7,2024-07-23,
469,12,1,2024-2,4.8,4.1,1.1,2024-08-14,
470,12,2,2024-2,4.7,4.8,2.6,2024-07-17,
471,12,3,2024-2,2.7,3.8,1.3,2024-09-02,
472,12,4,2024-2,1.3,1.3,4.7,2024-08-01,Quos hic nulla repellat.
473,12,5,2024-2,2.6,3.5,4.3,2024-08-04,A sit tempora earum dicta aliquam.
474,12,6,2024-2,2.7,4.8,2.0,2024-08-28,
475,12,7,2024-2,2.8,3.4,2.2,2024-07-22,Aperiam mollitia recusandae quos et.
476,12,8,2024-2,1.1,1.5,1.0,2024-07-22,
477,13,1,2024-2,4.1,3.9,1.7,2024-08-17,
478,13,2,2024-2,3.9,1.5,4.6,2024-08-01,
479,13,3,2024-2,1.3,3.8,3.3,2024-08-17,
480,13,4,2024-2,1.2,4.4,1.7,2024-08-07,
481,13,5,2024-2,3.3,3.9,1.9,2024-09-10,
482,13,6,2024-2,1.0,1.2,2.5,2024-09-08,Voluptatibus error ipsum aut ex eius sit.
483,13,7,2024-2,1.1,4.2,3.9,2024-09-07,Beatae nostrum quos enim sint.
484,13,8,2024-2,2.7,3.9,2.1,2024-07-30,
485,14,1,2024-2,3.7,1.2,1.9,2024-08-16,
486,14,2,2024-2,1.3,2.9,2.1,2024-08-09,Aspernatur autem commodi officiis voluptates.
487,14,3,2024-2,2.8,2.5,2.2,2024-08-19,Eum quae quisquam molestiae.
488,14,4,2024-2,2.9,3.4,3.0,2024-07-30,Recusandae ullam totam amet consectetur suscipit.
489,14,5,2024-2,3.2,4.2,1.6,2024-09-10,Quae aliquam molestias non rerum.
490,14,6,2024-2,2.4,4.4,4.5,2024-08-18,Id quo fugiat saepe.
491,14,7,2024-2,2.5,4.0,2.2,2024-08-26,
492,15,1,2024-2,4.9,1.6,2.1,2024-07-18,
493,15,2,2024-2,3.1,3.8,2.5,2024-09-07,Reiciendis ea in repudiandae.
494,15,3,2024-2,3.0,3.5,2.6,2024-07-21,
495,15,4,2024-2,4.9,1.9,2.0,2024-08-26,
496,15,5,2024-2,4.3,2.3,2.8,2024-08-28,
497,15,6,2024-2,4.1,3.3,1.6,2024-07-23,
498,15,7,2024-2,1.5,2.4,4.1,2024-08-10,
499,15,8,2024-2,1.5,1.6,3.7,2024-09-07,Itaque unde quisquam tempora.
500,16,1,2024-2,1.9,4.4,1.6,2024-07-17,Tempora consequatur odit vitae eveniet.
501,16,3,2024-2,3.7,2.0,5.0,2024-07-18,
502,16,4,2024-2,3.2,3.2,1.4,2024-08-12,
503,16,5,2024-2,1.0,4.3,4.9,2024-07-22,
504,16,6,2024-2,3.7,4.8,1.3,2024-08-07,
505,16,7,2024-2,1.1,1.3,4.6,2024-07-19,
506,16,8,2024-2,4.4,4.2,1.5,2024-09-10,Enim illo dolorum consequuntur cum.
507,17,1,2024-2,3.3,4.3,2.6,2024-09-12,
508,17,2,2024-2,2.4,4.6,2.1,2024-07-26,
509,17,3,2024-2,3.5,2.0,2.2,2024-08-23,
510,17,4,2024-2,1.4,2.5,2.7,2024-07-18,Libero recusandae rerum.
511,17,5,2024-2,3.5,4.2,4.2,2024-07-30,Sapiente unde animi at placeat ipsum nostrum.
512,17,6,2024-2,2.9,4.1,2.4,2024-08-06,
513,17,7,2024-2,1.7,2.3,1.9,2024-08-01,Perferendis illum excepturi optio necessitatibus.
514,17,8,2024-2,4.2,2.9,2.4,2024-07-18,
515,18,1,2024-2,1.4,3.6,2.1,2024-07-25,Molestiae sapiente eos quam incidunt labore.
516,18,2,2024-2,4.1,4.8,3.3,2024-07-18,Ad expedita dolorem quisquam amet delectus.
517,18,3,2024-2,4.4,4.4,1.7,2024-09-12,
518,18,4,2024-2,2.4,3.4,3.8,2024-08-28,
519,18,5,2024-2,3.3,1.8,5.0,2024-07-24,Laboriosam maxime corrupti sed ut.
520,18,6,2024-2,1.7,1.2,1.2,2024-08-03,Porro temporibus suscipit repellat repellat.
521,18,7,2024-2,1.0,4.7,1.8,2024-08-14,
522,18,8,2024-2,4.2,4.5,1.2,2024-09-11,
523,19,1,2024-2,4.1,4.4,4.4,2024-07-24,Doloremque quod dolorum.
524,19,2,2024-2,3.6,3.3,2.3,2024-09-13,
525,19,4,2024-2,4.2,4.8,3.6,2024-08-11,
526,19,6,2024-2,3.5,2.4,3.7,2024-09-12,Pariatur expedita animi vitae minus asperiores eius hic.
527,19,7,2024-2,3.8,1.5,3.9,2024-08-30,Magni amet nam vero.
528,19,8,2024-2,4.4,4.1,3.3,2024-08-09,
529,20,1,2024-2,4.9,1.9,3.3,2024-09-04,Enim dicta adipisci odio ducimus soluta.
530,20,2,2024-2,1.3,2.4,2.3,2024-08-31,Amet maxime ducimus nemo placeat quam.
531,20,4,2024-2,3.6,4.5,2.8,2024-08-26,
532,20,5,2024-2,2.4,4.1,3.9,2024-07-19,
533,20,6,2024-2,4.9,4.5,3.0,2024-08-10,
534,20,7,2024-2,4.3,4.2,3.3,2024-07-21,Dolore maxime laborum vel.
535,20,8,2024-2,1.3,4.4,2.2,2024-08-12,
536,21,2,2024-2,4.6,1.6,1.3,2024-07-25,Sunt in rem recusandae illum reprehenderit deleniti.
537,21,4,2024-2,4.6,3.8,2.7,2024-08-23,Sunt saepe quasi.
538,21,5,2024-2,1.6,1.4,1.8,2024-08-11,
539,21,6,2024-2,4.7,3.2,3.6,2024-08-30,
540,21,7,2024-2,3.3,4.4,1.6,2024-08-09,
541,21,8,2024-2,4.3,3.5,2.9,2024-08-02,
542,22,1,2024-2,2.2,1.3,4.4,2024-08-24,
543,22,2,2024-2,4.6,2.1,3.6,2024-08-15,
544,22,3,2024-2,2.5,2.8,2.1,2024-08-08,
545,22,4,2024-2,3.3,1.6,3.8,2024-08-01,
546,22,5,2024-2,3.2,4.9,3.4,2024-09-04,
547,22,6,2024-2,3.1,4.9,3.7,2024-09-05,Impedit suscipit consequuntur aperiam.
548,22,7,2024-2,2.9,1.3,4.6,2024-07-30,Sunt minus fugiat.
549,22,8,2024-2,3.1,3.3,4.9,2024-09-10,
550,23,1,2024-2,1.7,4.9,4.9,2024-08-12,Placeat quisquam omnis fuga quia quibusdam.
551,23,2,2024-2,1.3,3.7,1.8,2024-08-11,Quam quam esse inventore soluta.
552,23,3,2024-2,2.0,4.6,4.7,2024-08-22,
553,23,4,2024-2,3.2,4.4,3.1,2024-08-09,Nostrum ullam a.
554,23,5,2024-2,3.5,3.1,2.7,2024-08-28,
555,23,6,2024-2,3.3,4.9,1.4,2024-08-21,
556,23,7,2024-2,2.1,3.1,2.4,2024-09-03,
557,23,8,2024-2,3.3,2.9,1.7,2024-08-15,
558,24,1,2024-2,3.8,1.2,4.6,2024-08-27,
559,24,2,2024-2,2.9,2.1,2.5,2024-08-31,
560,24,3,2024-2,2.1,3.0,3.8,2024-08-03,
561,24,4,2024-2,2.2,4.0,4.1,2024-07-23,
562,24,5,2024-2,3.6,1.8,1.8,2024-08-22,Voluptas consequuntur quas quidem est assumenda.
563,24,6,2024-2,3.1,2.5,1.2,2024-09-01,Quod illum quisquam consequatur aliquam animi sint.
564,24,7,2024-2,3.0,1.5,4.4,2024-08-29,Sapiente rerum nemo qui mollitia id.
565,24,8,2024-2,4.5,1.8,1.2,2024-07-27,
566,25,1,2024-2,3.8,2.1,4.3,2024-08-07,
567,25,2,2024-2,3.7,2.0,3.0,2024-07-22,
568,25,4,2024-2,2.4,1.7,4.6,2024-08-19,Magni sint placeat.
569,25,5,2024-2,1.1,1.2,4.4,2024-08-02,Esse possimus nulla possimus.
570,25,6,2024-2,3.6,3.7,2.1,2024-07-29,
571,25,7,2024-2,4.9,3.7,2.9,2024-09-02,
572,25,8,2024-2,1.0,2.0,4.2,2024-09-04,
573,26,2,2024-2,4.6,4.4,2.8,2024-08-11,
574,26,3,2024-2,4.3,2.6,1.4,2024-08-17,
575,26,4,2024-2,4.4,3.2,3.4,2024-09-06,
576,26,5,2024-2,1.3,5.0,3.6,2024-08-14,Id suscipit fugit atque aut iste quos.
577,26,6,2024-2,4.8,3.6,1.8,2024-08-29,
578,26,7,2024-2,4.2,4.2,3.4,2024-07-18,Soluta sit ad doloremque quae.
579,26,8,2024-2,1.1,3.0,2.2,2024-08-30,Ipsum nesciunt corrupti provident sit vero.
580,27,1,2024-2,1.1,3.8,3.3,2024-08-31,
581,27,2,2024-2,3.7,3.6,2.9,2024-07-29,Ipsa natus eius nulla.
582,27,3,2024-2,4.4,4.4,4.5,2024-08-03,
583,27,4,2024-2,4.0,3.9,3.2,2024-07-23,Odio repellat facilis distinctio voluptate.
584,27,5,2024-2,2.3,1.4,2.4,2024-09-10,Quaerat vitae voluptates consectetur excepturi molestias a.
585,27,6,2024-2,4.5,2.5,3.3,2024-09-03,
586,27,7,2024-2,4.5,3.3,4.8,2024-07-18,
587,27,8,2024-2,1.5,3.7,3.1,2024-08-16,
588,28,1,2024-2,1.5,1.8,2.6,2024-07-24,
589,28,2,2024-2,1.6,4.4,1.7,2024-08-13,
590,28,3,2024-2,2.3,1.2,2.8,2024-07-26,
591,28,4,2024-2,4.1,3.0,4.1,2024-08-20,
592,28,5,2024-2,2.7,2.7,2.9,2024-08-24,
593,28,6,2024-2,2.5,1.1,2.3,2024-08-30,Architecto ullam exercitationem amet impedit ullam.
594,28,7,2024-2,1.0,3.9,1.9,2024-08-27,Nisi minus eligendi eligendi.
595,28,8,2024-2,2.5,3.4,1.7,2024-07-21,Aperiam veritatis autem ea dolorem.
596,29,1,2024-2,2.8,3.1,3.1,2024-08-02,
597,29,2,2024-2,2.4,4.6,2.4,2024-07-23,
598,29,3,2024-2,4.2,1.1,1.9,2024-09-11,Ullam earum quidem nesciunt autem sint quis suscipit.
599,29,4,2024-2,3.4,1.7,2.5,2024-07-16,Laudantium ab ipsam molestias dolore.
600,29,5,2024-2,3.6,4.1,3.5,2024-09-09,
601,29,6,2024-2,3.6,1.1,3.8,2024-07-21,
602,29,7,2024-2,2.0,3.8,1.8,2024-08-19,Excepturi sint quis nulla rem voluptatibus.
603,29,8,2024-2,3.6,3.6,2.1,2024-08-10,Ipsam sed accusamus a.
604,30,1,2024-2,4.6,3.0,3.5,2024-09-06,
605,30,2,2024-2,1.8,1.8,2.1,2024-08-15,
606,30,3,2024-2,2.6,1.6,3.2,2024-08-29,Sapiente accusantium repellendus tenetur non amet nisi.
607,30,4,2024-2,2.3,1.0,3.7,2024-08-14,Ipsam ipsam ut numquam sapiente cum.
608,30,5,2024-2,3.0,4.8,4.1,2024-08-26,
609,30,6,2024-2,2.0,1.9,5.0,2024-09-10,
610,30,7,2024-2,4.3,4.5,4.4,2024-07-21,
611,30,8,2024-2,4.0,1.4,4.0,2024-08-11,
612,31,1,2024-2,3.6,2.3,4.6,2024-08-26,Nulla vero corporis et eius quibusdam.
613,31,2,2024-2,1.4,4.3,1.7,2024-08-30,
614,31,4,2024-2,3.8,2.9,2.7,2024-08-08,Officia quos ducimus et consequuntur a.
615,31,5,2024-2,3.8,1.2,4.8,2024-07-23,
616,31,6,2024-2,2.9,3.3,2.8,2024-08-21,Sunt in neque dolore tempora.
617,31,7,2024-2,1.1,3.7,4.4,2024-08-23,Doloribus soluta autem quae.
618,31,8,2024-2,3.0,4.6,2.8,2024-09-11,
619,32,1,2024-2,3.8,3.7,4.1,2024-07-15,
620,32,2,2024-2,4.5,3.1,3.8,2024-08-26,Odit quia inventore quia.
621,32,3,2024-2,2.0,2.4,3.7,2024-08-30,
622,32,4,2024-2,4.6,3.5,1.0,2024-08-19,Totam praesentium veniam iusto error voluptates.
623,32,5,2024-2,4.4,4.5,1.3,2024-08-14,
624,32,6,2024-2,1.2,1.9,3.6,2024-08-01,
625,32,7,2024-2,2.8,3.3,1.4,2024-08-13,
626,32,8,2024-2,4.0,1.1,2.6,2024-08-15,
627,33,1,2024-2,1.4,3.4,3.5,2024-09-05,
628,33,2,2024-2,3.6,2.8,2.4,2024-07-28,Accusantium ipsa quasi nobis in quas ipsa.
629,33,3,2024-2,2.8,3.2,3.5,2024-09-07,
630,33,4,2024-2,2.8,1.4,3.6,2024-08-29,
631,33,5,2024-2,4.9,2.2,3.1,2024-08-24,Autem neque dolor quibusdam molestias sequi.
632,33,6,2024-2,3.0,4.3,4.0,2024-07-25,
633,33,7,2024-2,1.8,4.7,2.6,2024-07-27,
634,33,8,2024-2,2.4,4.0,1.2,2024-08-29,Expedita delectus a quo incidunt tenetur illum vero.
635,34,1,2024-2,4.1,2.8,3.6,2024-07-22,Reprehenderit quibusdam maxime ex quo deleniti.
636,34,2,2024-2,1.0,3.9,3.2,2024-08-15,
637,34,3,2024-2,3.0,4.7,1.7,2024-09-12,
638,34,4,2024-2,1.4,3.6,3.4,2024-07-23,
639,34,5,2024-2,4.9,4.7,4.0,2024-08-10,
640,34,8,2024-2,1.6,3.4,4.5,2024-07-23,
641,35,1,2024-2,4.4,3.8,4.7,2024-08-19,Dolor molestiae id animi exercitationem animi.
642,35,2,2024-2,3.9,3.7,4.7,2024-08-23,
643,35,3,2024-2,3.0,3.8,2.3,2024-07-26,
644,35,4,2024-2,3.3,4.8,3.8,2024-08-14,Eum culpa ex exercitationem omnis.
645,35,5,2024-2,2.1,4.4,4.2,2024-08-18,
646,35,6,2024-2,1.2,1.2,2.1,2024-07-24,Sunt ad voluptas similique.
647,35,8,2024-2,4.4,3.8,2.2,2024-07-24,Quam sunt ipsam enim architecto sunt dolores.
648,36,1,2024-2,2.8,3.5,3.7,2024-09-05,
649,36,2,2024-2,3.2,2.0,4.1,2024-08-25,Expedita atque quae blanditiis dignissimos numquam accusamus veniam.
650,36,3,2024-2,1.2,2.5,2.7,2024-08-26,Quisquam incidunt adipisci aspernatur.
651,36,4,2024-2,1.2,4.0,1.8,2024-08-19,Amet quae quos hic possimus possimus.
652,36,5,2024-2,4.3,4.6,3.8,2024-08-12,Dolore voluptate commodi eligendi fugiat aliquid.
653,36,6,2024-2,4.0,1.8,3.9,2024-08-18,
654,36,7,2024-2,1.3,4.8,3.9,2024-08-27,
655,36,8,2024-2,3.2,1.5,3.3,2024-08-01,
656,37,1,2024-2,4.7,1.2,4.7,2024-08-29,
657,37,2,2024-2,3.5,3.6,3.0,2024-08-24,
658,37,3,2024-2,3.8,3.1,4.8,2024-09-03,
659,37,4,2024-2,2.7,3.1,1.4,2024-07-25,
660,37,5,2024-2,2.3,2.2,4.8,2024-08-05,Accusantium quaerat harum consequuntur enim.
661,37,6,2024-2,4.3,4.9,1.0,2024-08-19,Autem deserunt possimus assumenda.
662,37,7,2024-2,3.6,4.7,2.0,2024-09-10,
663,37,8,2024-2,4.7,4.8,2.5,2024-08-08,
664,38,1,2024-2,3.1,4.1,3.1,2024-09-11,
665,38,2,2024-2,4.6,1.8,3.1,2024-08-02,Delectus rem sapiente dignissimos illo.
666,38,3,2024-2,3.2,1.0,1.3,2024-09-02,Pariatur illo alias dolores non molestias inventore.
667,38,4,2024-2,3.7,4.3,1.8,2024-09-08,Rerum accusantium quis asperiores cupiditate velit.
668,38,5,2024-2,4.1,3.6,4.8,2024-08-31,Quos eveniet perspiciatis dignissimos dolor nobis autem.
669,38,6,2024-2,3.9,1.2,1.3,2024-08-13,
670,38,7,2024-2,3.3,1.9,2.0,2024-07-19,
671,38,8,2024-2,2.3,2.6,1.5,2024-08-11,
672,39,1,2024-2,4.0,3.3,3.8,2024-07-19,
673,39,2,2024-2,2.2,3.7,3.4,2024-07-21,
674,39,3,2024-2,2.6,3.6,2.9,2024-08-08,
675,39,4,2024-2,4.2,4.4,2.2,2024-08-09,Ratione necessitatibus autem illo.
676,39,5,2024-2,4.7,4.2,3.9,2024-09-09,
677,39,6,2024-2,4.5,1.6,1.2,2024-08-19,
678,39,7,2024-2,4.8,2.2,4.0,2024-08-19,Cumque natus quisquam inventore voluptate similique blanditiis.
679,39,8,2024-2,4.6,4.4,1.6,2024-08-10,
680,40,1,2024-2,1.8,1.7,4.2,2024-07-31,Quia distinctio culpa omnis illum.
681,40,2,2024-2,5.0,3.2,3.6,2024-09-12,
682,40,3,2024-2,1.4,3.9,2.9,2024-07-31,
683,40,4,2024-2,1.9,2.1,1.3,2024-08-25,
684,40,5,2024-2,3.5,2.2,3.3,2024-08-05,
685,40,6,2024-2,4.8,1.7,2.3,2024-08-04,Molestias quidem incidunt.
686,40,7,2024-2,2.7,4.4,1.5,2024-08-25,Quas earum nam doloremque nostrum explicabo aliquid.
687,40,8,2024-2,2.8,4.1,2.9,2024-08-13,
688,41,1,2024-2,4.4,4.4,1.6,2024-07-20,
689,41,2,2024-2,3.5,3.9,4.6,2024-09-09,Alias sunt illo delectus facere ad quam accusantium.
690,41,3,2024-2,3.3,2.6,3.4,2024-09-05,Tempora recusandae reprehenderit quae.
691,41,4,2024-2,4.6,3.2,3.6,2024-08-18,
692,41,5,2024-2,4.1,3.9,2.2,2024-09-10,
693,41,6,2024-2,2.5,1.0,2.0,2024-08-09,Pariatur quod totam omnis similique adipisci.
694,41,8,2024-2,3.1,2.8,1.7,2024-09-01,Culpa magnam reprehenderit cupiditate.
695,42,1,2024-2,3.9,2.9,2.4,2024-07-24,
696,42,2,2024-2,2.1,1.9,3.7,2024-07-19,
697,42,3,2024-2,2.9,2.8,1.2,2024-08-08,Optio porro beatae ab aliquid ipsa.
698,42,4,2024-2,4.9,3.5,2.1,2024-08-29,Magni harum dolore culpa dignissimos.
699,42,5,2024-2,1.7,3.6,2.5,2024-08-20,Repudiandae eos odit esse.
700,42,6,2024-2,2.0,4.9,1.9,2024-08-17,
701,42,7,2024-2,2.9,2.9,3.4,2024-08-06,
702,42,8,2024-2,1.9,3.1,2.1,2024-07-25,
703,43,1,2024-2,3.9,1.5,1.9,2024-08-22,Ipsum nihil repellendus molestiae facere eos tenetur.
704,43,2,2024-2,3.7,2.9,3.4,2024-08-14,Sit corporis dolor culpa cupiditate magnam.
705,43,3,2024-2,1.2,3.3,1.6,2024-07-30,Magnam esse accusantium expedita.
706,43,4,2024-2,1.6,1.7,4.7,2024-08-20,
707,43,5,2024-2,3.6,4.5,3.9,2024-08-20,Natus architecto quisquam possimus excepturi numquam ullam.
708,43,6,2024-2,2.8,5.0,4.5,2024-07-28,
709,43,7,2024-2,1.6,3.3,4.1,2024-08-22,Molestias nam commodi porro provident.
710,43,8,2024-2,3.9,2.4,2.8,2024-07-25,
711,44,1,2024-2,1.5,1.1,3.1,2024-08-08,Esse itaque consequatur.
712,44,2,2024-2,1.6,1.4,2.9,2024-09-05,Animi ad adipisci non repudiandae ratione eos.
713,44,3,2024-2,3.1,4.0,1.4,2024-09-03,Quas eligendi consectetur sequi.
714,44,4,2024-2,4.3,4.6,4.1,2024-08-18,Odio corrupti eum at eaque alias sunt aperiam.
715,44,5,2024-2,4.5,3.8,2.7,2024-08-07,Expedita dicta soluta.
716,44,6,2024-2,2.5,3.4,4.0,2024-09-02,Eos accusantium accusantium sapiente distinctio.
717,44,7,2024-2,2.7,2.0,4.1,2024-07-21,Ab numquam cum et aliquid ab.
718,44,8,2024-2,4.5,2.6,1.8,2024-08-22,Adipisci libero minus quidem quia ipsum.
